methode;type;threshold;nom_instance;N;M;F;tps;solv;obj;obj1;obj2;obj22;setup;valide;feas;opt 
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_2.txt;30;3;2;600.006;1;686;686;0;0;3;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_3.txt;30;3;2;600.006;1;977;977;0;0;2;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_4.txt;30;3;2;600.006;1;733;733;0;0;2;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_5.txt;30;3;2;600.005;1;1419;1239;3;3;0;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_6.txt;30;3;2;600.005;1;576;516;1;1;0;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_7.txt;30;3;2;600.005;1;1398;1338;1;1;0;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_8.txt;30;3;2;600.006;1;1436;1376;1;1;0;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_9.txt;30;3;2;600.006;1;571;571;0;0;1;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_0.txt;30;3;2;600.006;1;627;627;0;0;2;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_1.txt;30;3;2;600.007;1;1276;1276;0;0;3;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_2.txt;30;3;2;600.005;1;688;688;0;0;3;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_3.txt;30;3;2;600.006;1;565;565;0;0;3;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_4.txt;30;3;2;600.005;1;790;790;0;0;2;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_5.txt;30;3;2;600.006;1;1170;1170;0;0;2;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_6.txt;30;3;2;600.005;1;370;370;0;0;1;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_7.txt;30;3;2;600.005;1;1434;1374;1;1;0;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_8.txt;30;3;2;600.006;1;1258;1258;0;0;2;1;1;0
jobBased.exe;T20_medium;medium;instance_30_3_2_10_4_Mthr_9.txt;30;3;2;600.005;1;791;791;0;0;3;1;1;0
jobBased.exe;T20_small;small;instance_30_3_2_10_4_Sthr_0.txt;30;3;2;600.006;1;1020;1020;0;0;3;1;1;0
jobBased.exe;T20_small;small;instance_30_3_2_10_4_Sthr_1.txt;30;3;2;600.006;1;1764;1584;3;3;0;1;1;0
jobBased.exe;T20_small;small;instance_30_3_2_10_4_Sthr_2.txt;30;3;2;600.007;1;1278;1278;0;0;3;1;1;0
jobBased.exe;T20_small;small;instance_30_3_2_10_4_Sthr_3.txt;30;3;2;600.006;1;1897;1717;3;3;0;1;1;0
jobBased.exe;T20_small;small;instance_30_3_2_10_4_Sthr_4.txt;30;3;2;600.005;1;978;918;1;1;0;1;1;0
jobBased.exe;T20_small;small;instance_30_3_2_10_4_Sthr_5.txt;30;3;2;600.006;1;487;487;0;0;3;1;1;0
